tp,fp,tn,fn,precision,recall,f1_score,runtime,duration
0,0,5,1,0,0.0,0.0,0.12510967254638672,11.3
0,0,5,1,0,0.0,0.0,0.14102387428283691,10.3
0,0,5,1,0,0.0,0.0,0.12992167472839355,11.5
0,0,5,1,0,0.0,0.0,0.15959715843200684,11.700000000000001
0,0,5,1,0,0.0,0.0,0.13237762451171875,12.0
0,2,3,1,0.0,0.0,0.0,0.19267702102661133,12.100000000000001
0,0,5,1,0,0.0,0.0,0.1868915557861328,11.600000000000001
0,0,5,1,0,0.0,0.0,0.12945246696472168,10.4
0,1,4,1,0.0,0.0,0.0,0.1460888385772705,10.200000000000001
0,0,5,1,0,0.0,0.0,0.13571858406066895,11.200000000000001
1,0,5,0,1.0,1.0,1.0,0.2152400016784668,14.0
0,0,5,1,0,0.0,0.0,0.1429731845855713,10.8
0,0,5,1,0,0.0,0.0,0.1748793125152588,10.600000000000001
0,0,5,1,0,0.0,0.0,0.1354818344116211,12.5
0,1,4,1,0.0,0.0,0.0,0.13623905181884766,13.8
0,0,5,1,0,0.0,0.0,0.15562057495117188,12.0
0,1,4,1,0.0,0.0,0.0,0.11965656280517578,10.5
0,0,5,1,0,0.0,0.0,0.11915445327758789,11.8
0,0,5,1,0,0.0,0.0,0.13765668869018555,14.4
0,0,5,1,0,0.0,0.0,0.18802714347839355,21.8
0,0,5,1,0,0.0,0.0,0.1632530689239502,15.4
0,0,5,1,0,0.0,0.0,0.13750100135803223,10.4
0,0,5,1,0,0.0,0.0,0.1289989948272705,10.200000000000001
0,0,5,1,0,0.0,0.0,0.13545846939086914,10.5
0,0,5,1,0,0.0,0.0,0.19762229919433594,10.4
0,0,5,1,0,0.0,0.0,0.13960933685302734,10.3
1,0,5,0,1.0,1.0,1.0,0.1582190990447998,15.4
0,0,5,1,0,0.0,0.0,0.14875102043151855,19.8
0,0,5,1,0,0.0,0.0,0.10626387596130371,10.700000000000001
0,0,5,1,0,0.0,0.0,0.09309983253479004,11.600000000000001
0,0,5,1,0,0.0,0.0,0.12601256370544434,10.600000000000001
0,0,5,1,0,0.0,0.0,0.18161535263061523,10.5
0,1,4,1,0.0,0.0,0.0,0.147688627243042,10.5
0,0,5,1,0,0.0,0.0,0.1681671142578125,14.9
0,0,5,1,0,0.0,0.0,0.20711445808410645,15.200000000000001
0,1,4,1,0.0,0.0,0.0,0.12850666046142578,13.3
0,0,5,1,0,0.0,0.0,0.1951444149017334,16.900000000000002
0,0,5,1,0,0.0,0.0,0.14060020446777344,13.0
0,0,5,1,0,0.0,0.0,0.1417684555053711,15.4
0,0,5,1,0,0.0,0.0,0.15647101402282715,10.100000000000001
0,0,5,1,0,0.0,0.0,0.10942745208740234,11.0
0,0,5,1,0,0.0,0.0,0.19712257385253906,11.9
0,0,5,1,0,0.0,0.0,0.11151409149169922,10.600000000000001
0,0,5,1,0,0.0,0.0,0.1320052146911621,13.200000000000001
0,1,4,1,0.0,0.0,0.0,0.13805794715881348,11.700000000000001
1,0,5,0,1.0,1.0,1.0,0.1406862735748291,12.9
1,1,4,0,0.5,1.0,0.6666666666666666,0.17890429496765137,11.200000000000001
0,2,3,1,0.0,0.0,0.0,0.12863373756408691,10.200000000000001
0,1,4,1,0.0,0.0,0.0,0.14885973930358887,11.0
0,0,5,1,0,0.0,0.0,0.11785888671875,15.700000000000001
1,0,5,0,1.0,1.0,1.0,0.15540480613708496,10.700000000000001
0,0,5,1,0,0.0,0.0,0.13897967338562012,12.5
0,0,5,1,0,0.0,0.0,0.1582345962524414,11.200000000000001
0,0,5,1,0,0.0,0.0,0.12371373176574707,10.8
0,0,5,1,0,0.0,0.0,0.13222289085388184,13.3
0,0,5,1,0,0.0,0.0,0.15206408500671387,11.0
0,0,5,1,0,0.0,0.0,0.10186219215393066,12.200000000000001
1,1,4,0,0.5,1.0,0.6666666666666666,0.20891237258911133,13.200000000000001
0,0,5,1,0,0.0,0.0,0.15923118591308594,11.0
0,0,5,1,0,0.0,0.0,0.14573121070861816,10.3
0,0,5,1,0,0.0,0.0,0.12250852584838867,10.600000000000001
0,0,5,1,0,0.0,0.0,0.15601277351379395,13.4
0,0,5,1,0,0.0,0.0,0.1849966049194336,17.6
0,0,5,1,0,0.0,0.0,0.16588282585144043,10.600000000000001
0,0,5,1,0,0.0,0.0,0.14360833168029785,10.8
0,0,5,1,0,0.0,0.0,0.12054038047790527,14.0
0,0,5,1,0,0.0,0.0,0.141279935836792,10.3
