tp,fp,tn,fn,precision,recall,f1_score,runtime,duration
0,0,5,1,0,0.0,0.0,0.12006211280822754,11.3
0,0,5,1,0,0.0,0.0,0.12569427490234375,10.3
0,0,5,1,0,0.0,0.0,0.1195371150970459,11.5
0,0,5,1,0,0.0,0.0,0.13198280334472656,11.700000000000001
0,0,5,1,0,0.0,0.0,0.13357043266296387,12.0
0,1,4,1,0.0,0.0,0.0,0.1756582260131836,12.100000000000001
0,1,4,1,0.0,0.0,0.0,0.17336726188659668,11.600000000000001
1,0,5,0,1.0,1.0,1.0,0.11950874328613281,10.4
0,0,5,1,0,0.0,0.0,0.14075756072998047,10.200000000000001
0,0,5,1,0,0.0,0.0,0.12861347198486328,11.200000000000001
1,0,5,0,1.0,1.0,1.0,0.1869511604309082,14.0
0,0,5,1,0,0.0,0.0,0.13561582565307617,10.8
0,0,5,1,0,0.0,0.0,0.15723609924316406,10.600000000000001
0,0,5,1,0,0.0,0.0,0.14475202560424805,12.5
0,1,4,1,0.0,0.0,0.0,0.12276530265808105,13.8
0,1,4,1,0.0,0.0,0.0,0.13864350318908691,12.0
0,1,4,1,0.0,0.0,0.0,0.10837984085083008,10.5
0,0,5,1,0,0.0,0.0,0.11279582977294922,11.8
0,0,5,1,0,0.0,0.0,0.1261599063873291,14.4
0,0,5,1,0,0.0,0.0,0.17089581489562988,21.8
0,0,5,1,0,0.0,0.0,0.139115571975708,15.4
0,0,5,1,0,0.0,0.0,0.11705470085144043,10.4
0,0,5,1,0,0.0,0.0,0.12523484230041504,10.200000000000001
0,0,5,1,0,0.0,0.0,0.11736130714416504,10.5
0,0,5,1,0,0.0,0.0,0.17525410652160645,10.4
0,0,5,1,0,0.0,0.0,0.12725114822387695,10.3
1,0,5,0,1.0,1.0,1.0,0.15106916427612305,15.4
0,0,5,1,0,0.0,0.0,0.13127803802490234,19.8
0,0,5,1,0,0.0,0.0,0.09189772605895996,10.700000000000001
0,0,5,1,0,0.0,0.0,0.08754444122314453,11.600000000000001
0,0,5,1,0,0.0,0.0,0.10981297492980957,10.600000000000001
0,0,5,1,0,0.0,0.0,0.1567537784576416,10.5
0,0,5,1,0,0.0,0.0,0.11380386352539062,10.5
0,0,5,1,0,0.0,0.0,0.151810884475708,14.9
0,0,5,1,0,0.0,0.0,0.19644927978515625,15.200000000000001
0,0,5,1,0,0.0,0.0,0.11453390121459961,13.3
0,0,5,1,0,0.0,0.0,0.1987745761871338,16.900000000000002
0,0,5,1,0,0.0,0.0,0.12254452705383301,13.0
0,0,5,1,0,0.0,0.0,0.12896394729614258,15.4
0,0,5,1,0,0.0,0.0,0.1389906406402588,10.100000000000001
0,0,5,1,0,0.0,0.0,0.09710812568664551,11.0
1,0,5,0,1.0,1.0,1.0,0.17743968963623047,11.9
0,0,5,1,0,0.0,0.0,0.09591841697692871,10.600000000000001
0,0,5,1,0,0.0,0.0,0.11532759666442871,13.200000000000001
0,1,4,1,0.0,0.0,0.0,0.13257479667663574,11.700000000000001
0,0,5,1,0,0.0,0.0,0.13789725303649902,12.9
0,1,4,1,0.0,0.0,0.0,0.16900300979614258,11.200000000000001
0,2,3,1,0.0,0.0,0.0,0.11617136001586914,10.200000000000001
0,1,4,1,0.0,0.0,0.0,0.1297132968902588,11.0
0,0,5,1,0,0.0,0.0,0.10149908065795898,15.700000000000001
0,1,4,1,0.0,0.0,0.0,0.12565994262695312,10.700000000000001
0,0,5,1,0,0.0,0.0,0.12665700912475586,12.5
0,0,5,1,0,0.0,0.0,0.14693212509155273,11.200000000000001
0,0,5,1,0,0.0,0.0,0.10803890228271484,10.8
0,0,5,1,0,0.0,0.0,0.11678886413574219,13.3
0,0,5,1,0,0.0,0.0,0.1336979866027832,11.0
0,0,5,1,0,0.0,0.0,0.09475874900817871,12.200000000000001
0,0,5,1,0,0.0,0.0,0.1834549903869629,13.200000000000001
0,0,5,1,0,0.0,0.0,0.14212346076965332,11.0
0,0,5,1,0,0.0,0.0,0.1309676170349121,10.3
0,0,5,1,0,0.0,0.0,0.1096487045288086,10.600000000000001
0,0,5,1,0,0.0,0.0,0.1441035270690918,13.4
0,0,5,1,0,0.0,0.0,0.16408228874206543,17.6
0,0,5,1,0,0.0,0.0,0.14345979690551758,10.600000000000001
0,0,5,1,0,0.0,0.0,0.12866806983947754,10.8
0,0,5,1,0,0.0,0.0,0.12194514274597168,14.0
0,0,5,1,0,0.0,0.0,0.1220693588256836,10.3
