tp,fp,tn,fn,precision,recall,f1_score,runtime,duration
0,0,5,1,0,0.0,0.0,0.00875544548034668,15.200000000000001
0,0,5,1,0,0.0,0.0,0.008585691452026367,10.700000000000001
1,2,3,0,0.3333333333333333,1.0,0.5,0.2463228702545166,23.0
0,0,5,1,0,0.0,0.0,0.004911899566650391,14.8
0,1,4,1,0.0,0.0,0.0,0.2355642318725586,21.3
0,0,5,1,0,0.0,0.0,0.009649515151977539,13.600000000000001
0,0,5,1,0,0.0,0.0,0.009846687316894531,18.5
1,2,3,0,0.3333333333333333,1.0,0.5,0.26560139656066895,24.8
0,0,5,1,0,0.0,0.0,0.26532936096191406,24.8
0,0,5,1,0,0.0,0.0,0.009046554565429688,18.2
0,1,4,1,0.0,0.0,0.0,0.2622964382171631,24.8
0,2,3,1,0.0,0.0,0.0,0.2627542018890381,24.900000000000002
0,0,5,1,0,0.0,0.0,0.009907960891723633,19.1
0,0,5,1,0,0.0,0.0,0.009855031967163086,15.3
0,0,5,1,0,0.0,0.0,0.009497404098510742,13.8
0,1,4,1,0.0,0.0,0.0,0.23015713691711426,21.3
0,0,5,1,0,0.0,0.0,79.0004255771637,24.900000000000002
0,0,5,1,0,0.0,0.0,0.009478330612182617,12.200000000000001
0,0,5,1,0,0.0,0.0,79.00059032440186,24.8
0,0,5,1,0,0.0,0.0,0.008969783782958984,10.9
0,1,4,1,0.0,0.0,0.0,0.24671339988708496,23.8
0,0,5,1,0,0.0,0.0,0.008751869201660156,14.3
0,0,5,1,0,0.0,0.0,0.009155750274658203,12.3
0,0,5,1,0,0.0,0.0,0.009565114974975586,11.3
0,0,5,1,0,0.0,0.0,79.00019216537476,24.900000000000002
0,0,5,1,0,0.0,0.0,0.008781194686889648,16.8
0,2,3,1,0.0,0.0,0.0,0.2402362823486328,22.1
1,3,2,0,0.25,1.0,0.4,0.24172210693359375,24.900000000000002
0,0,5,1,0,0.0,0.0,0.009238481521606445,17.1
0,0,5,1,0,0.0,0.0,0.008994340896606445,18.900000000000002
0,2,3,1,0.0,0.0,0.0,5.916972875595093,24.900000000000002
1,4,1,0,0.2,1.0,0.3333333333333333,0.2615344524383545,24.900000000000002
0,0,5,1,0,0.0,0.0,0.00888514518737793,17.5
0,3,2,1,0.0,0.0,0.0,0.28189873695373535,24.8
0,0,5,1,0,0.0,0.0,0.0021178722381591797,13.4
0,3,2,1,0.0,0.0,0.0,0.25585436820983887,24.8
1,3,2,0,0.25,1.0,0.4,46.369534969329834,20.6
0,3,2,1,0.0,0.0,0.0,0.2492079734802246,24.900000000000002
0,4,1,1,0.0,0.0,0.0,0.2538580894470215,23.0
1,2,3,0,0.3333333333333333,1.0,0.5,0.22312664985656738,21.5
0,0,5,1,0,0.0,0.0,79.00016903877258,24.8
0,2,3,1,0.0,0.0,0.0,0.23935174942016602,24.5
0,3,2,1,0.0,0.0,0.0,0.25920748710632324,24.8
0,0,5,1,0,0.0,0.0,79.0005578994751,24.900000000000002
0,0,5,1,0,0.0,0.0,0.009276628494262695,12.700000000000001
0,4,1,1,0.0,0.0,0.0,0.2694358825683594,24.8
1,2,3,0,0.3333333333333333,1.0,0.5,0.2289564609527588,23.400000000000002
0,3,2,1,0.0,0.0,0.0,0.2429060935974121,24.8
0,0,5,1,0,0.0,0.0,0.008791208267211914,10.3
1,1,4,0,0.5,1.0,0.6666666666666666,5.906875133514404,24.6
