tp,fp,tn,fn,precision,recall,f1_score,runtime,duration
0,1,4,1,0.0,0.0,0.0,0.4725198745727539,49.800000000000004
0,0,5,1,0,0.0,0.0,79.00094151496887,74.9
1,4,1,0,0.2,1.0,0.3333333333333333,0.2681581974029541,24.8
0,2,3,1,0.0,0.0,0.0,0.8763895034790039,99.80000000000001
1,4,1,0,0.2,1.0,0.3333333333333333,1.2414391040802002,49.800000000000004
0,2,3,1,0.0,0.0,0.0,0.6686570644378662,99.9
0,1,4,1,0.0,0.0,0.0,0.6571738719940186,49.800000000000004
1,1,4,0,0.5,1.0,0.6666666666666666,1.2861907482147217,149.9
1,3,2,0,0.25,1.0,0.4,0.25127148628234863,24.8
1,1,4,0,0.5,1.0,0.6666666666666666,0.5372123718261719,49.900000000000006
1,0,5,0,1.0,1.0,1.0,0.33697962760925293,49.900000000000006
1,2,3,0,0.3333333333333333,1.0,0.5,0.22992634773254395,24.8
1,2,3,0,0.3333333333333333,1.0,0.5,0.4064168930053711,49.800000000000004
1,2,3,0,0.3333333333333333,1.0,0.5,0.5334630012512207,49.800000000000004
1,3,2,0,0.25,1.0,0.4,4.538853883743286,74.8
1,1,4,0,0.5,1.0,0.6666666666666666,0.5918521881103516,74.8
1,2,3,0,0.3333333333333333,1.0,0.5,1.031959056854248,224.9
0,0,5,1,0,0.0,0.0,79.00344014167786,24.8
0,4,1,1,0.0,0.0,0.0,0.2562589645385742,24.8
0,3,2,1,0.0,0.0,0.0,0.2538566589355469,24.900000000000002
0,0,5,1,0,0.0,0.0,79.00077772140503,24.900000000000002
1,1,4,0,0.5,1.0,0.6666666666666666,0.616337776184082,74.8
0,3,2,1,0.0,0.0,0.0,0.24934935569763184,24.900000000000002
0,0,5,1,0,0.0,0.0,79.0002121925354,24.8
1,3,2,0,0.25,1.0,0.4,0.798621654510498,99.80000000000001
0,0,5,1,0,0.0,0.0,79.00060272216797,24.8
0,0,5,1,0,0.0,0.0,79.00020360946655,24.8
0,1,4,1,0.0,0.0,0.0,0.2737278938293457,24.900000000000002
0,2,3,1,0.0,0.0,0.0,0.44638895988464355,49.800000000000004
1,3,2,0,0.25,1.0,0.4,0.26426219940185547,24.8
1,4,1,0,0.2,1.0,0.3333333333333333,0.2549858093261719,24.8
1,1,4,0,0.5,1.0,0.6666666666666666,0.5079469680786133,49.800000000000004
1,4,1,0,0.2,1.0,0.3333333333333333,0.23190569877624512,24.900000000000002
1,2,3,0,0.3333333333333333,1.0,0.5,0.880479097366333,99.80000000000001
0,0,5,1,0,0.0,0.0,79.00019454956055,24.8
0,0,5,1,0,0.0,0.0,79.00046753883362,24.8
0,0,5,1,0,0.0,0.0,79.00061225891113,24.8
0,1,4,1,0.0,0.0,0.0,0.2843472957611084,24.8
1,2,3,0,0.3333333333333333,1.0,0.5,0.2524425983428955,24.900000000000002
0,0,5,1,0,0.0,0.0,79.00147771835327,74.9
1,2,3,0,0.3333333333333333,1.0,0.5,0.5264270305633545,49.800000000000004
0,0,5,1,0,0.0,0.0,79.0002179145813,24.8
0,1,4,1,0.0,0.0,0.0,0.2876570224761963,24.900000000000002
0,0,5,1,0,0.0,0.0,79.00018644332886,24.8
0,0,5,1,0,0.0,0.0,0.59588623046875,99.80000000000001
1,3,2,0,0.25,1.0,0.4,1.0601098537445068,124.9
1,2,3,0,0.3333333333333333,1.0,0.5,0.4592573642730713,74.8
0,3,2,1,0.0,0.0,0.0,0.26436924934387207,24.8
1,2,3,0,0.3333333333333333,1.0,0.5,0.34783339500427246,49.900000000000006
1,2,3,0,0.3333333333333333,1.0,0.5,0.24324893951416016,24.8
0,0,5,1,0,0.0,0.0,79.00017809867859,24.900000000000002
1,3,2,0,0.25,1.0,0.4,0.2521088123321533,24.8
0,0,5,1,0,0.0,0.0,79.00105500221252,74.8
1,1,4,0,0.5,1.0,0.6666666666666666,0.4687068462371826,99.80000000000001
0,2,3,1,0.0,0.0,0.0,0.26426053047180176,24.900000000000002
0,0,5,1,0,0.0,0.0,79.0001950263977,24.900000000000002
0,0,5,1,0,0.0,0.0,79.00027990341187,24.8
0,3,2,1,0.0,0.0,0.0,1.1264417171478271,199.8
0,5,0,1,0.0,0.0,0.0,0.2687263488769531,24.900000000000002
0,3,2,1,0.0,0.0,0.0,0.3906741142272949,49.900000000000006
0,0,5,1,0,0.0,0.0,79.0007004737854,24.8
0,3,2,1,0.0,0.0,0.0,0.26726746559143066,24.8
1,2,3,0,0.3333333333333333,1.0,0.5,0.3047497272491455,49.900000000000006
1,1,4,0,0.5,1.0,0.6666666666666666,0.3373117446899414,49.800000000000004
1,1,4,0,0.5,1.0,0.6666666666666666,0.25368714332580566,24.8
0,0,5,1,0,0.0,0.0,79.00025463104248,24.8
1,3,2,0,0.25,1.0,0.4,0.247528076171875,24.8
0,0,5,1,0,0.0,0.0,79.00145053863525,49.800000000000004
0,0,5,1,0,0.0,0.0,0.47672128677368164,74.9
0,2,3,1,0.0,0.0,0.0,0.5378103256225586,124.9
1,4,1,0,0.2,1.0,0.3333333333333333,0.8698375225067139,49.800000000000004
0,2,3,1,0.0,0.0,0.0,0.3012559413909912,24.8
1,2,3,0,0.3333333333333333,1.0,0.5,0.41445040702819824,49.800000000000004
0,0,5,1,0,0.0,0.0,79.000563621521,24.8
1,0,5,0,1.0,1.0,1.0,0.4609549045562744,49.800000000000004
1,1,4,0,0.5,1.0,0.6666666666666666,2.5302231311798096,24.8
1,1,4,0,0.5,1.0,0.6666666666666666,0.8075871467590332,99.80000000000001
