tp,fp,tn,fn,precision,recall,f1_score,runtime,duration
0,0,5,1,0,0.0,0.0,0.12369966506958008,11.3
0,0,5,1,0,0.0,0.0,0.14589786529541016,10.3
0,1,4,1,0.0,0.0,0.0,0.12436842918395996,11.5
0,0,5,1,0,0.0,0.0,0.14437508583068848,11.700000000000001
0,0,5,1,0,0.0,0.0,0.1306290626525879,12.0
0,1,4,1,0.0,0.0,0.0,0.18606948852539062,12.100000000000001
0,0,5,1,0,0.0,0.0,0.1810286045074463,11.600000000000001
0,0,5,1,0,0.0,0.0,0.13307595252990723,10.4
0,1,4,1,0.0,0.0,0.0,0.14762282371520996,10.200000000000001
0,0,5,1,0,0.0,0.0,0.14732861518859863,11.200000000000001
1,1,4,0,0.5,1.0,0.6666666666666666,0.19504141807556152,14.0
0,0,5,1,0,0.0,0.0,0.1334247589111328,10.8
0,2,3,1,0.0,0.0,0.0,0.1783461570739746,10.600000000000001
0,0,5,1,0,0.0,0.0,0.13341999053955078,12.5
0,1,4,1,0.0,0.0,0.0,0.13229870796203613,13.8
0,0,5,1,0,0.0,0.0,0.1564478874206543,12.0
0,1,4,1,0.0,0.0,0.0,0.11813211441040039,10.5
0,0,5,1,0,0.0,0.0,0.1182258129119873,11.8
0,0,5,1,0,0.0,0.0,0.13992595672607422,14.4
0,0,5,1,0,0.0,0.0,0.19081783294677734,21.8
0,0,5,1,0,0.0,0.0,0.15319538116455078,15.4
0,0,5,1,0,0.0,0.0,0.13201451301574707,10.4
0,0,5,1,0,0.0,0.0,0.13965082168579102,10.200000000000001
0,0,5,1,0,0.0,0.0,0.12790274620056152,10.5
0,1,4,1,0.0,0.0,0.0,0.19326066970825195,10.4
0,0,5,1,0,0.0,0.0,0.1276683807373047,10.3
1,0,5,0,1.0,1.0,1.0,0.1574258804321289,15.4
0,0,5,1,0,0.0,0.0,0.14355778694152832,19.8
0,0,5,1,0,0.0,0.0,0.10256218910217285,10.700000000000001
0,0,5,1,0,0.0,0.0,0.09451007843017578,11.600000000000001
0,0,5,1,0,0.0,0.0,0.11712169647216797,10.600000000000001
0,0,5,1,0,0.0,0.0,0.17746734619140625,10.5
0,0,5,1,0,0.0,0.0,0.1431715488433838,10.5
0,0,5,1,0,0.0,0.0,0.16496682167053223,14.9
0,1,4,1,0.0,0.0,0.0,0.21276116371154785,15.200000000000001
0,1,4,1,0.0,0.0,0.0,0.12444853782653809,13.3
0,0,5,1,0,0.0,0.0,0.18944907188415527,16.900000000000002
0,0,5,1,0,0.0,0.0,0.12999892234802246,13.0
0,0,5,1,0,0.0,0.0,0.13653922080993652,15.4
0,0,5,1,0,0.0,0.0,0.14548587799072266,10.100000000000001
0,0,5,1,0,0.0,0.0,0.10678625106811523,11.0
1,0,5,0,1.0,1.0,1.0,0.18802332878112793,11.9
0,0,5,1,0,0.0,0.0,0.10722613334655762,10.600000000000001
0,0,5,1,0,0.0,0.0,0.12968134880065918,13.200000000000001
0,1,4,1,0.0,0.0,0.0,0.14615201950073242,11.700000000000001
0,0,5,1,0,0.0,0.0,0.14448142051696777,12.9
1,1,4,0,0.5,1.0,0.6666666666666666,0.18814897537231445,11.200000000000001
0,1,4,1,0.0,0.0,0.0,0.1315932273864746,10.200000000000001
0,0,5,1,0,0.0,0.0,0.16225910186767578,11.0
0,0,5,1,0,0.0,0.0,0.10852885246276855,15.700000000000001
0,0,5,1,0,0.0,0.0,0.13296151161193848,10.700000000000001
0,0,5,1,0,0.0,0.0,0.1322612762451172,12.5
0,0,5,1,0,0.0,0.0,0.15488409996032715,11.200000000000001
0,0,5,1,0,0.0,0.0,0.11601901054382324,10.8
0,1,4,1,0.0,0.0,0.0,0.1253821849822998,13.3
0,0,5,1,0,0.0,0.0,0.1522197723388672,11.0
0,0,5,1,0,0.0,0.0,0.10239911079406738,12.200000000000001
1,1,4,0,0.5,1.0,0.6666666666666666,0.20277881622314453,13.200000000000001
0,0,5,1,0,0.0,0.0,0.16165733337402344,11.0
0,1,4,1,0.0,0.0,0.0,0.1525132656097412,10.3
0,0,5,1,0,0.0,0.0,0.1183931827545166,10.600000000000001
0,0,5,1,0,0.0,0.0,0.15028643608093262,13.4
0,0,5,1,0,0.0,0.0,0.18169212341308594,17.6
0,0,5,1,0,0.0,0.0,0.15704035758972168,10.600000000000001
0,0,5,1,0,0.0,0.0,0.14573216438293457,10.8
0,0,5,1,0,0.0,0.0,0.11730194091796875,14.0
0,0,5,1,0,0.0,0.0,0.13921904563903809,10.3
