tp,fp,tn,fn,precision,recall,f1_score,runtime,duration
0,0,5,1,0,0.0,0.0,0.0022106170654296875,15.200000000000001
0,0,5,1,0,0.0,0.0,0.001857757568359375,10.700000000000001
0,4,1,1,0.0,0.0,0.0,0.2936420440673828,23.0
0,0,5,1,0,0.0,0.0,0.0020318031311035156,14.8
0,2,3,1,0.0,0.0,0.0,0.26918482780456543,21.3
0,0,5,1,0,0.0,0.0,0.001953125,13.600000000000001
0,0,5,1,0,0.0,0.0,0.0021572113037109375,18.5
1,5,0,0,0.16666666666666666,1.0,0.2857142857142857,0.32560229301452637,24.8
0,2,3,1,0.0,0.0,0.0,0.32339906692504883,24.8
0,0,5,1,0,0.0,0.0,0.0022306442260742188,18.2
0,2,3,1,0.0,0.0,0.0,0.3092467784881592,24.8
0,3,2,1,0.0,0.0,0.0,0.3087749481201172,24.900000000000002
0,0,5,1,0,0.0,0.0,0.0023317337036132812,19.1
0,0,5,1,0,0.0,0.0,0.0021164417266845703,15.3
0,0,5,1,0,0.0,0.0,0.002846240997314453,13.8
0,3,2,1,0.0,0.0,0.0,0.2543144226074219,21.3
0,0,5,1,0,0.0,0.0,79.00059151649475,24.900000000000002
0,0,5,1,0,0.0,0.0,0.002015352249145508,12.200000000000001
0,0,5,1,0,0.0,0.0,79.00078296661377,24.8
0,0,5,1,0,0.0,0.0,0.0018696784973144531,10.9
0,2,3,1,0.0,0.0,0.0,0.301100492477417,23.8
0,0,5,1,0,0.0,0.0,0.0020973682403564453,14.3
0,0,5,1,0,0.0,0.0,0.0019617080688476562,12.3
0,0,5,1,0,0.0,0.0,0.002026796340942383,11.3
0,0,5,1,0,0.0,0.0,79.000324010849,24.900000000000002
0,0,5,1,0,0.0,0.0,0.002152681350708008,16.8
0,2,3,1,0.0,0.0,0.0,0.2890000343322754,22.1
1,4,1,0,0.2,1.0,0.3333333333333333,0.30321693420410156,24.900000000000002
0,0,5,1,0,0.0,0.0,0.002172231674194336,17.1
0,0,5,1,0,0.0,0.0,0.002355337142944336,18.900000000000002
0,2,3,1,0.0,0.0,0.0,6.205862760543823,24.900000000000002
1,4,1,0,0.2,1.0,0.3333333333333333,0.34132814407348633,24.900000000000002
0,0,5,1,0,0.0,0.0,0.002214670181274414,17.5
1,4,1,0,0.2,1.0,0.3333333333333333,0.3328530788421631,24.8
0,0,5,1,0,0.0,0.0,0.002013683319091797,13.4
1,4,1,0,0.2,1.0,0.3333333333333333,0.3565216064453125,24.8
1,4,1,0,0.2,1.0,0.3333333333333333,47.62221336364746,20.6
0,4,1,1,0.0,0.0,0.0,0.310610294342041,24.900000000000002
1,4,1,0,0.2,1.0,0.3333333333333333,0.32056617736816406,23.0
0,3,2,1,0.0,0.0,0.0,0.290752649307251,21.5
0,0,5,1,0,0.0,0.0,79.00020909309387,24.8
1,4,1,0,0.2,1.0,0.3333333333333333,0.2812371253967285,24.5
1,3,2,0,0.25,1.0,0.4,0.30608558654785156,24.8
0,0,5,1,0,0.0,0.0,79.0006844997406,24.900000000000002
0,0,5,1,0,0.0,0.0,0.001986980438232422,12.700000000000001
1,4,1,0,0.2,1.0,0.3333333333333333,0.3369734287261963,24.8
1,1,4,0,0.5,1.0,0.6666666666666666,0.2813405990600586,23.400000000000002
1,3,2,0,0.25,1.0,0.4,0.351848840713501,24.8
0,0,5,1,0,0.0,0.0,0.0018954277038574219,10.3
1,1,4,0,0.5,1.0,0.6666666666666666,6.333730220794678,24.6
