tp,fp,tn,fn,precision,recall,f1_score,runtime,duration
0,0,5,1,0,0.0,0.0,0.009287357330322266,15.200000000000001
0,0,5,1,0,0.0,0.0,0.0044879913330078125,10.700000000000001
0,2,3,1,0.0,0.0,0.0,0.251101016998291,23.0
0,0,5,1,0,0.0,0.0,0.009788751602172852,14.8
0,1,4,1,0.0,0.0,0.0,0.22128510475158691,21.3
0,0,5,1,0,0.0,0.0,0.008798599243164062,13.600000000000001
0,0,5,1,0,0.0,0.0,0.008942842483520508,18.5
1,2,3,0,0.3333333333333333,1.0,0.5,0.2360544204711914,24.8
0,0,5,1,0,0.0,0.0,0.2612283229827881,24.8
0,0,5,1,0,0.0,0.0,0.0051572322845458984,18.2
0,1,4,1,0.0,0.0,0.0,0.24523425102233887,24.8
0,1,4,1,0.0,0.0,0.0,0.24775433540344238,24.900000000000002
0,0,5,1,0,0.0,0.0,0.004975557327270508,19.1
0,0,5,1,0,0.0,0.0,0.004787445068359375,15.3
0,0,5,1,0,0.0,0.0,0.00983119010925293,13.8
0,0,5,1,0,0.0,0.0,0.21280169486999512,21.3
0,0,5,1,0,0.0,0.0,79.00018858909607,24.900000000000002
0,0,5,1,0,0.0,0.0,0.009696006774902344,12.200000000000001
0,0,5,1,0,0.0,0.0,79.00022768974304,24.8
0,0,5,1,0,0.0,0.0,0.004755496978759766,10.9
0,1,4,1,0.0,0.0,0.0,0.23829340934753418,23.8
0,0,5,1,0,0.0,0.0,0.008880138397216797,14.3
0,0,5,1,0,0.0,0.0,0.008690595626831055,12.3
0,0,5,1,0,0.0,0.0,0.008637428283691406,11.3
0,0,5,1,0,0.0,0.0,79.00019836425781,24.900000000000002
0,0,5,1,0,0.0,0.0,0.009167194366455078,16.8
0,1,4,1,0.0,0.0,0.0,0.24211907386779785,22.1
0,2,3,1,0.0,0.0,0.0,0.2281942367553711,24.900000000000002
0,0,5,1,0,0.0,0.0,0.004975557327270508,17.1
0,0,5,1,0,0.0,0.0,0.009559392929077148,18.900000000000002
0,2,3,1,0.0,0.0,0.0,6.049356698989868,24.900000000000002
0,3,2,1,0.0,0.0,0.0,0.2411346435546875,24.900000000000002
0,0,5,1,0,0.0,0.0,0.010405778884887695,17.5
0,1,4,1,0.0,0.0,0.0,0.24493145942687988,24.8
0,0,5,1,0,0.0,0.0,0.008588790893554688,13.4
0,1,4,1,0.0,0.0,0.0,0.23235869407653809,24.8
1,3,2,0,0.25,1.0,0.4,47.37022805213928,20.6
0,4,1,1,0.0,0.0,0.0,0.2501399517059326,24.900000000000002
0,3,2,1,0.0,0.0,0.0,0.22840595245361328,23.0
0,1,4,1,0.0,0.0,0.0,0.22760605812072754,21.5
0,0,5,1,0,0.0,0.0,79.00046467781067,24.8
0,1,4,1,0.0,0.0,0.0,0.215012788772583,24.5
0,1,4,1,0.0,0.0,0.0,0.24691987037658691,24.8
0,0,5,1,0,0.0,0.0,79.00015568733215,24.900000000000002
0,0,5,1,0,0.0,0.0,0.009410381317138672,12.700000000000001
1,2,3,0,0.3333333333333333,1.0,0.5,0.2239971160888672,24.8
1,1,4,0,0.5,1.0,0.6666666666666666,0.21558904647827148,23.400000000000002
0,2,3,1,0.0,0.0,0.0,0.22389912605285645,24.8
0,0,5,1,0,0.0,0.0,0.00857996940612793,10.3
1,1,4,0,0.5,1.0,0.6666666666666666,5.898080110549927,24.6
